chr	start	end	name	BJ	GM12878	HeLaS3	HepG2	IMR90	K562	MCF7	SKNSH	average
chr1	14000001	15000000	id-15	25.6325504495505	46.6802662337662	14.9634701098901	35.1759312687313	22.8855255744256	51.3865544455544	45.2213988011988	40.5563911088911	35.312760999001
chr1	15000001	16000000	id-16	55.7605984015984	65.298685014985	56.9769374625375	70.1840150849151	63.9189937062937	67.4200124875125	68.0645240759241	65.4129806193806	64.1295933566434
chr1	16000001	17000000	id-17	72.9481508491508	75.982143956044	76.0906755244755	82.083281018981	81.5343063936064	77.5859004995005	78.5696185814186	70.0604055944056	76.8568103021978
chr1	17000001	18000000	id-18	67.4630565434565	62.0012616383616	73.3437523476523	73.3464075924076	69.9957367632368	64.4996007992008	76.9205175824176	68.6535845154845	69.5279897227772
chr1	18000001	19000000	id-19	40.057052047952	42.8397382617383	39.4427244755245	53.5603402597403	38.7502839160839	41.6407564435564	59.2265612387612	65.4272824175824	47.6180923826174
chr1	19000001	20000000	id-20	70.9408126873127	68.2658170829171	63.358082017982	78.0277709290709	74.2767992007992	66.6299398601399	71.335520979021	66.8869087912088	69.9652064435565
chr1	20000001	21000000	id-21	65.4273048951049	64.2021050949051	61.7235367632368	69.129781018981	66.8849026973027	59.9320703296703	67.3069207792208	65.962001998002	65.071077947053
chr1	21000001	22000000	id-22	72.1754180819181	70.7462494505495	72.9510858141858	76.8995144855145	78.940648051948	70.9855264735265	73.6015817182817	68.0967891108891	73.0496016483517
chr1	22000001	23000000	id-23	67.9249629370629	71.609194005994	66.4780543456543	74.5439924075924	74.8492244755245	72.4153937062937	73.4424036963037	69.5744693306693	71.3547118631369
chr1	23000001	24000000	id-24	73.2619056943057	74.2705474525474	73.8767343656344	75.4200771228771	81.5934605394605	70.4471433566434	73.118064035964	68.4625769230769	73.8063136863137
chr1	24000001	25000000	id-25	71.5942538461538	76.988457042957	72.9249975024975	80.9851403596404	75.5499793206793	67.3047184815185	74.7707505494506	67.3974426573427	73.43946747003
chr1	25000001	26000000	id-26	70.2051477522478	77.408684015984	66.0679655344655	72.9577360639361	76.336785014985	73.4610356643357	70.3094060939061	67.3765146853147	71.7654093531469
chr1	26000001	27000000	id-27	72.962942957043	76.2093255744256	74.1704535464535	76.4408526473526	75.487423976024	79.0110165834166	75.7419557442557	68.8858006993007	74.863721466034
chr1	27000001	28000000	id-28	74.2240553446553	77.9413032967033	75.6359167832168	80.5352477522478	81.2336157842158	78.4493578421578	78.5457898101898	68.9162879120879	76.9351968156843
chr1	28000001	29000000	id-29	74.4144204795205	79.3303105894106	76.2078824175824	80.839408991009	81.4812571428571	80.0532382617383	75.9705728271728	67.6292201798202	76.9907888611389
chr1	29000001	30000000	id-30	60.4324460539461	64.3133797202797	60.8706110889111	70.1066631368631	61.5949692307692	66.8950496503496	63.7643165834166	62.1186384615385	63.7620092407592
chr1	30000001	31000000	id-31	36.2130863136863	50.0278865134865	26.9337347652348	40.935661038961	35.2410450549451	49.8478194805195	48.3528006993007	62.4984074925075	43.7563051698302
chr1	31000001	32000000	id-32	71.4366752247752	72.688475024975	66.6587038961039	69.7508804195804	74.8513204795205	74.3766223776224	71.3904785214785	68.0047207792208	71.1447345904096
chr1	32000001	33000000	id-33	74.9289754245754	77.9036874125874	76.3673401598402	80.5246410589411	83.1028842157842	76.7382639360639	75.9770051948052	68.4733774225774	76.7520218531469
chr1	33000001	34000000	id-34	74.4907841158841	74.2727683316683	69.1854469530469	76.4327068931069	81.1888000999001	68.1815916083916	73.7567506493506	67.6450503496503	73.1442373751248
chr1	34000001	35000000	id-35	45.9678664335664	46.5971624375624	22.9664311688312	37.4873352647353	36.5927745254745	38.1406628371628	37.4368681318681	54.599828971029	39.9736162212787
chr1	35000001	36000000	id-36	55.1313325674326	64.2595749250749	58.8252105894106	64.6107637362637	51.7862864135864	63.9313782217782	64.3185017982018	63.1645981018981	60.7534557942058
chr1	36000001	37000000	id-37	73.3667458541458	78.0802695304695	74.6032843156843	80.066337962038	79.4190081918082	75.8531081918082	75.0393882117882	67.9817366633367	75.5512348651349
chr1	37000001	38000000	id-38	47.5983054945055	60.4601515484515	49.4091478521479	63.538827972028	50.3609499500499	59.3575488511488	62.4127342657343	64.9507802197802	57.2610557692308
chr1	38000001	39000000	id-39	55.7813018981019	72.6792126873127	62.1317982017982	71.4020305694306	61.0420133866134	69.8786877122877	66.1584401598402	61.3739804195804	65.0559331293706
chr1	39000001	40000000	id-40	63.8465658341658	72.9564517482518	66.1321080919081	77.1210381618382	67.6688487512487	70.5656635364635	68.7756484515484	62.7874477522478	68.731721540959
chr1	40000001	41000000	id-41	69.2270496503497	78.6386616383616	67.0654364635365	73.7600251748252	73.2695114885115	71.966034965035	72.4461053946054	66.3867862137862	71.5949513736264
chr1	41000001	42000000	id-42	66.375095004995	70.7077539460539	70.468461038961	69.8834624375624	67.7162448551449	65.363352047952	73.7734121878122	66.8564996003996	68.8930351398601
chr1	42000001	43000000	id-43	61.592944955045	69.5691446553447	57.5039935064935	54.7371983016983	59.7661017982018	47.5770121878122	70.6456884115884	64.9260388611389	60.7897653346653
chr1	43000001	44000000	id-44	70.2894518481518	69.7219662337662	69.8860651348651	76.1528924075924	71.5174506493506	68.5042441558442	71.9928638361638	65.6933941058941	70.4697910464535
chr1	44000001	45000000	id-45	71.2801887112887	73.4426572427572	75.904933966034	78.1015677322677	75.0947771228771	70.4437211788212	70.7696726273726	65.0633040959041	72.5126028346653
chr1	45000001	46000000	id-46	70.6300865134865	78.0648404595405	75.2367605394605	81.7971798201798	73.4659508491508	76.0540334665335	74.9030752247752	65.8520803196803	74.5005008991009
chr1	46000001	47000000	id-47	71.1856310689311	78.4211010989011	75.300012987013	79.1981181818182	75.8447444555445	77.7139809190809	76.2343752247752	66.7370136863137	75.0793722027972
chr1	47000001	48000000	id-48	54.0542076923077	64.2705392607393	63.5336812187812	70.8948042957043	56.1623390609391	74.9354973026973	65.1317719280719	60.0006426573427	63.6229354270729
chr1	48000001	49000000	id-49	27.9918954045954	32.4344168831169	56.7730241758242	58.334551048951	26.3521165834166	44.3759897102897	37.3295124875125	60.762353046953	43.0442324175824
chr1	49000001	50000000	id-50	19.5099623376623	14.8314835564436	17.4391510589411	24.8684316683317	10.0171456543457	20.9158549450549	17.5718245754246	60.3052615384615	23.1823894168332
chr1	50000001	51000000	id-51	33.8159712287712	31.4568859140859	27.2197325674326	37.8901450549451	28.7338494505494	36.7090291708292	27.4388745254745	63.4068656343656	35.8339191933067
chr1	51000001	52000000	id-52	63.2196866133866	70.1062819180819	65.4150877122877	64.9913315684316	59.6741372627373	66.8451036963037	66.4741513486513	64.3382136863137	65.1329992257742
chr1	52000001	53000000	id-53	74.3310976023976	73.2387041958042	70.2196256743257	74.9911627372627	79.1434298701299	71.9884961038961	69.7854952047952	65.2462261738262	72.3680296953047
chr1	53000001	54000000	id-54	74.0049470529471	71.458099000999	69.7491033966034	75.5486487512487	77.8090867132867	71.8205056943057	68.961282017982	67.7921804195804	72.1429816308691
chr1	54000001	55000000	id-55	70.6705313686314	68.3870132867133	68.6269605394605	77.3357884115884	75.6208927072927	69.4253604395604	68.6953651348651	67.9697922077922	70.841463011988
chr1	55000001	56000000	id-56	68.4511566433566	60.8694685314685	67.6748738261738	68.6111798201798	69.2330525474525	64.213206993007	61.4145672327672	63.2986742257742	65.4707724775224
chr1	56000001	57000000	id-57	55.3518128871129	37.167420979021	53.3834108891109	61.7855926073926	61.3267036963037	34.0733392607393	30.7837381618382	50.8866154845155	48.0948292457543
chr1	57000001	58000000	id-58	48.3937658341658	20.1529432567433	44.368957042957	71.444379020979	35.498701998002	32.4611174825175	20.84049000999	44.8897462537463	39.7562626123876
chr1	58000001	59000000	id-59	43.6263042957043	34.7882895104895	36.0676952047952	41.5559824175824	31.4127464535465	36.8461232767233	27.6330360639361	37.6797115884116	36.2012361013986
chr1	59000001	60000000	id-60	70.4115812187812	62.3423916083916	56.2325592407592	67.4898642357642	73.1223451548451	57.0563450549451	44.3384387612388	49.6719397602398	60.0831831293706
chr1	60000001	61000000	id-61	45.1837398601399	34.5341311688312	27.0537643356643	59.5519051948052	39.8120678321678	40.4471207792208	32.0378495504496	54.2984510489511	41.6148787212787
chr1	61000001	62000000	id-62	39.395359040959	33.1783505494505	52.7708736263736	66.64108001998	22.4782642357642	64.2180445554445	37.6234464535465	60.6502964035964	47.1194643606393
chr1	62000001	63000000	id-63	48.7624784215784	54.6705098901099	64.8312942057942	73.8789170829171	35.3806499500499	47.047898001998	56.1411304695305	61.7403131868132	55.3066489010989
chr1	63000001	64000000	id-64	49.7955376623377	55.6084821178821	51.8211202797203	67.037715984016	51.3052965034965	49.5561276723277	44.7334014985015	61.7991884115884	53.9571087662338
chr1	64000001	65000000	id-65	63.9453378621379	36.4506653346653	40.2275975024975	44.8841729270729	59.2720681318681	38.3227584415584	42.2828098901099	64.6985457542458	48.7604944805195
chr1	65000001	66000000	id-66	59.4088855144855	49.8657148851149	51.576675024975	64.0258175824176	40.3672123876124	69.4108221778222	63.5159874125874	63.714466033966	57.7356976273726
chr1	66000001	67000000	id-67	66.9896037962038	63.7475156843157	57.5289746253746	33.3268705294705	61.0677396603397	53.8472705294705	26.8215245754246	62.0774262737263	53.1758657092907
chr1	67000001	68000000	id-68	63.6798686313686	64.8033306693307	58.1765781218781	43.5630915084915	64.7385606393606	63.4676317682318	40.7664772227772	62.3974166833167	57.6991194055944
chr1	68000001	69000000	id-69	67.7822923076923	44.9176346653347	60.3591682317682	36.9630121878122	76.7295053946054	58.7045192807193	36.0155899100899	56.6887775224775	54.7700624375624
chr1	69000001	70000000	id-70	30.1107394605395	13.1104266433566	23.20192997003	15.2085933066933	26.6454955044955	25.089492007992	15.0077464535465	32.8789024975025	22.6566657305195
chr1	70000001	71000000	id-71	48.259483016983	41.089038961039	49.5252227772228	41.1854925074925	36.4196598401598	51.270056043956	25.95658001998	44.0504992007992	42.219504045954
chr1	71000001	72000000	id-72	37.3489344655345	31.0799658341658	26.9412617382617	27.9755490509491	28.4948274725275	44.2400204795205	20.2925936063936	42.7578679320679	32.3913775724276
chr1	72000001	73000000	id-73	31.0111021978022	11.9376338661339	25.5549228771229	15.3278445554446	24.6492225774226	18.2111733266733	13.1728341658342	31.6497897102897	21.4393154095904
chr1	73000001	74000000	id-74	25.437574025974	7.07328000999001	25.7106383616384	11.1323006593407	15.2588506493506	12.9453106593407	13.2076338661339	30.0210887112887	17.5983346178821
chr1	74000001	75000000	id-75	18.3285480519481	20.077917952048	17.2624578421578	14.2806993006993	20.0135106193806	14.8367954745255	12.6618808191808	46.3913352647353	20.4816431655844
chr1	75000001	76000000	id-76	22.0384578421578	31.9657154845155	16.4621604395604	32.5242715284715	21.516316983017	30.0728548451548	13.8670197802198	53.3194699300699	27.7207833541458
chr1	76000001	77000000	id-77	35.391701998002	35.0210567432567	26.5626064935065	44.9803664335664	31.3418437562438	42.4068020979021	19.0431565434565	60.0510381618382	36.8498215284715
chr1	77000001	78000000	id-78	54.8957914085914	43.3959141858142	34.9728776223776	37.9445395604396	53.6948767232767	41.0068947052947	26.9552443556444	61.9294451548452	44.3494479645355
chr1	78000001	79000000	id-79	71.5349093906094	67.7783175824176	67.7492664335664	68.4734561438561	73.9755619380619	59.5301883116883	44.4308184815185	57.0485226773227	63.8151301198801
chr1	79000001	80000000	id-80	45.4665689310689	38.7018258741259	52.8602807192807	19.8311440859141	40.5953343656344	17.4491785214785	28.0607325674326	34.0942385614386	34.6324129532967
chr1	80000001	81000000	id-81	27.0979052947053	17.6639746253746	38.9603425574426	9.31503586413586	20.8876100899101	11.2108921878122	36.1827675324675	30.1918894105894	23.9388021953047
chr1	81000001	82000000	id-82	30.8059954045954	19.4306553446553	41.2003226773227	11.3929682117882	30.2625577422577	11.9313790709291	39.569604995005	48.7348401598402	29.1660404507992
chr1	82000001	83000000	id-83	30.8837226773227	21.903421978022	24.4974885114885	18.6917232767233	22.3339847352647	14.0603311688312	36.6982040959041	44.9087161838162	26.7471990784216
chr1	83000001	84000000	id-84	29.6122350649351	26.2546217782218	11.374538981019	12.0832668531469	9.68405502497503	13.9821527472527	37.2148015984016	39.7661164835165	22.4964735664336
chr1	84000001	85000000	id-85	54.5198208791209	45.1529416583417	40.7870041958042	28.6150440559441	55.4367472527473	41.0084220779221	47.0548332667333	56.3593432567433	46.1167695804196
chr1	85000001	86000000	id-86	72.8057073926074	61.6121150849151	60.1799350649351	52.0740373626374	76.0978996003996	61.2196708291708	66.9986211788212	54.0605021978022	63.1310610889111
chr1	86000001	87000000	id-87	58.7822817182817	49.2349412587413	46.5496295704296	55.0989334665335	62.8820371628372	40.8786165834166	42.7589711288711	39.7174694305694	49.4878600399601
chr1	87000001	88000000	id-88	53.4946000999001	60.1700849150849	53.2722156843157	71.24226003996	52.9739366633367	58.6240140859141	49.5971448551449	37.2141416583417	54.5735497502498
chr1	88000001	89000000	id-89	31.7059381618382	39.6014792207792	32.3561689310689	40.8923498501498	40.5443042957043	39.8120558441558	28.445951048951	26.7612490509491	35.0149370504495
chr1	89000001	90000000	id-90	46.1330426573427	61.4620727272727	54.1873273726274	61.2547242757243	43.8762310689311	58.4405824175824	45.7597883116883	50.6423931068931	52.7195202422578
chr1	90000001	91000000	id-91	58.2676897102897	66.4197647352647	59.4202809190809	64.1813452547453	64.9403243756244	66.7321352647353	48.9994969030969	56.6665153846154	60.7034440684316
chr1	91000001	92000000	id-92	41.1875639360639	46.9296593406593	41.791196003996	46.5451388611389	42.6457478521478	52.9154578421578	35.073834965035	34.8138360639361	42.7378043581419
chr1	92000001	93000000	id-93	64.8041175824176	65.2481132867133	68.1265140859141	64.0390667332667	70.8734619380619	63.3725118881119	52.1870891108891	41.9139247752248	61.3205999250749
chr1	93000001	94000000	id-94	71.2694949050949	74.4548155844156	71.2000645354645	75.9365447552448	75.6330851148851	69.8649489510489	66.9183633366633	61.7758866133866	70.8816504745255
chr1	94000001	95000000	id-95	76.7252181818182	54.8217448551449	70.7569576423576	79.2415768231768	82.1923148851149	52.4414766233766	69.3310481518482	64.9856173826174	68.8119943181818
chr1	95000001	96000000	id-96	65.0736228771229	34.5202705294705	61.7687320679321	74.5211075924076	72.7095144855145	61.5146400599401	52.6249362637363	64.7205200799201	60.9316679945055
chr1	96000001	97000000	id-97	34.9185992007992	14.1025157842158	23.6395385614386	30.9557001998002	41.0044285714286	28.7680390609391	50.3896509490509	60.3752395604396	35.519213986014
chr1	97000001	98000000	id-98	52.8171355644356	28.7162485514486	43.7178278721279	31.396015984016	57.4890324675325	24.7920787212787	42.0629933066933	57.3756582417582	42.2958738386614
chr1	98000001	99000000	id-99	65.8003283716284	27.6153003996004	55.8489288711289	26.0893524475524	66.9790278721279	16.3136531468531	32.1814697302697	52.6068915084915	42.9293690434565
chr1	99000001	100000000	id-100	47.3333175824176	34.8718886113886	38.8298975024975	44.2083964035964	42.848001998002	30.7813085914086	36.7715861138861	59.7343684315684	41.9223456543456
chr1	100000001	101000000	id-101	57.8444472527473	71.8640372627373	63.71671998002	70.8672211788212	57.9955562437562	73.1819407592408	62.7772004995005	59.207472027972	64.6818244005994
chr1	101000001	102000000	id-102	63.600424975025	74.4634667332667	44.6241754245754	47.0941235764236	63.1553200799201	59.9589654345654	32.3287854145854	51.0232788211788	54.5310675574425
chr1	102000001	103000000	id-103	26.0624494505495	48.3446172827173	18.0104645354645	13.5076571428571	14.1281679220779	21.6596643356643	16.7210256743257	35.8750465534466	24.2886366121379
chr1	103000001	104000000	id-104	42.5810687312687	16.5249342557443	22.1358136263736	10.4635086513487	26.1277345854146	12.1560345154845	22.228484995005	24.1710036963037	22.0485728821179
chr1	104000001	105000000	id-105	19.3567231768232	16.8231989010989	24.3609509490509	15.8012808191808	9.01659453546454	11.3544132567433	13.2402871128871	21.7501866133866	16.4629544205794
chr1	105000001	106000000	id-106	16.694956043956	17.8967346653347	22.1301859140859	9.93887956043956	5.03720585414585	12.6350766833167	12.6348402397602	20.7245925074925	14.7115589335664
chr1	106000001	107000000	id-107	18.3335434565435	10.1727783416583	21.0909541458541	10.2800928671329	5.34660042957043	12.910914985015	17.4884654345654	25.8028350649351	15.1782730906593
chr1	107000001	108000000	id-108	30.9171320679321	30.7725633366633	24.2200673326673	21.3296307692308	8.7850622977023	15.8216245754246	34.478852047952	39.5735751248751	25.7373134440559
chr1	108000001	109000000	id-109	34.9572317682318	51.2758446553447	60.4819353646354	41.1809357642358	20.3935823576424	48.2929725274725	63.4634057942058	49.3920858141858	46.1797492557443
chr1	109000001	110000000	id-110	70.9357752247752	71.0760551448551	74.1182178821179	71.7619357642358	74.3265525474526	75.3264393606394	74.8400634365634	64.4732473526473	72.1072858391608
chr1	110000001	111000000	id-111	73.5778014985015	72.741118981019	71.6388982017982	71.8161402597403	75.1310442557443	69.8578875124875	69.1239751248751	67.4406340659341	71.4159374875125
chr1	111000001	112000000	id-112	52.5348283716284	75.745978021978	48.7316967032967	59.3836203796204	46.9113546453546	59.9774643356643	53.485606993007	52.7734381618382	56.1929984515484
chr1	112000001	113000000	id-113	63.2303794205794	71.993327972028	52.5921717282717	65.5305066933067	69.3907764235764	56.8352921078921	63.7620867132867	54.3048828171828	62.2049279845155
chr1	113000001	114000000	id-114	67.1610759240759	67.9299495504495	68.4622106893107	70.1812759240759	71.1897926073926	67.4109237762238	63.8440924075924	65.6787183816184	67.7322549075924
chr1	114000001	115000000	id-115	58.5511217782218	68.5723148851149	61.9890002997003	62.8769417582418	57.7162491508492	67.7184924075924	46.2854851148851	58.7442567432567	60.3067327672328
chr1	115000001	116000000	id-116	61.7949197802198	45.4366563436563	60.4227882117882	51.2227621378621	57.8079791208791	52.1968126873127	40.153296003996	49.0263775224775	52.257698976024
chr1	116000001	117000000	id-117	53.6504554445554	49.7861775224775	51.8753787212787	59.625925974026	38.9464524475524	49.8803753246753	52.192000999001	57.6590316683317	51.7019747627373
chr1	117000001	118000000	id-118	48.6065618381618	64.620336963037	53.6198614385614	56.8186364635365	40.6083748251748	65.3956008991009	65.5417502497503	62.829316983017	57.2550549575425
chr1	118000001	119000000	id-119	58.2086538461538	45.7460416583417	43.5914908091908	47.2506738261738	59.9482686313686	49.8158707292707	48.3094335664336	44.7863036963037	49.7070920954046
chr1	119000001	120000000	id-120	40.4884328671329	39.433873026973	22.774223976024	50.7163017982018	28.233995004995	31.7735328671329	32.3209080919081	30.394593006993	34.5169825799201
chr1	120000001	121000000	id-121	63.7349411588412	56.0380573426573	49.4665107892108	56.4713541458541	64.5031523476523	55.2967623376623	53.6721042957043	46.8855995004995	55.7585602397602
chr1	121000001	122000000	id-122	20.2611728641359	16.1653581878122	21.6332939140859	21.4614075684316	17.0307249430569	19.7846795074925	15.844623966034	13.2920038481518	18.1841580999001
chr1	122000001	123000000	id-123	0	0	0	0	0	0	0	0	0
chr1	123000001	124000000	id-124	0	0	0	0	0	0	0	0	0
chr1	124000001	125000000	id-125	0	0	0	0	0	0	0	0	0
chr1	125000001	126000000	id-126	0	0	0	0	0	0	0	0	0
chr1	126000001	127000000	id-127	0	0	0	0	0	0	0	0	0
chr1	127000001	128000000	id-128	0	0	0	0	0	0	0	0	0
chr1	128000001	129000000	id-129	0	0	0	0	0	0	0	0	0
chr1	129000001	130000000	id-130	0	0	0	0	0	0	0	0	0
chr1	130000001	131000000	id-131	0	0	0	0	0	0	0	0	0
chr1	131000001	132000000	id-132	0	0	0	0	0	0	0	0	0
chr1	132000001	133000000	id-133	0	0	0	0	0	0	0	0	0
chr1	133000001	134000000	id-134	0	0	0	0	0	0	0	0	0
chr1	134000001	135000000	id-135	0	0	0	0	0	0	0	0	0
chr1	135000001	136000000	id-136	0	0	0	0	0	0	0	0	0
chr1	136000001	137000000	id-137	0	0	0	0	0	0	0	0	0
chr1	137000001	138000000	id-138	0	0	0	0	0	0	0	0	0
chr1	138000001	139000000	id-139	0	0	0	0	0	0	0	0	0
chr1	139000001	140000000	id-140	0	0	0	0	0	0	0	0	0
chr1	140000001	141000000	id-141	0	0	0	0	0	0	0	0	0
chr1	141000001	142000000	id-142	0	0	0	0	0	0	0	0	0
chr1	142000001	143000000	id-143	13.4879968931069	14.2648927232767	9.97786491608392	14.2414370839161	8.91057331868132	17.239373993007	13.4973153276723	15.8589945134865	13.4348060961538
chr1	143000001	144000000	id-144	35.0194262037962	25.4575449050949	30.1301221878122	31.2035275424575	27.7907684715285	32.8550949250749	28.0630751248751	24.7850991408591	29.4130823126873
chr1	144000001	145000000	id-145	52.7939307692308	51.8400422577423	43.3805541458541	45.2658413586414	55.4685126873127	60.7318212787213	45.8369682317682	39.608993006993	49.365832967033
chr1	145000001	146000000	id-146	67.6008464535465	64.8630833166833	63.9276664335664	69.3854012987013	74.4078833166833	71.698466033966	66.4238214785215	53.0875658341658	66.4243417707293
chr1	146000001	147000000	id-147	37.0771364635365	48.1477073926074	46.2540085914086	63.0820768231768	37.3545044955045	40.5117516483516	49.4895821178821	38.4225975024975	45.0424206293706
chr1	147000001	148000000	id-148	41.659497002997	47.4584355644356	54.3890956043956	58.6276562437562	48.3310190809191	47.6486206793207	53.4787162837163	36.6623271728272	48.531920954046
chr1	148000001	149000000	id-149	43.0016087912088	39.6198769230769	39.010158041958	40.3038691308691	45.1266101898102	41.3995445554446	36.4879055944056	37.0976821178821	40.2559069180819
chr1	149000001	150000000	id-150	45.4641743256743	48.0662360639361	50.4579434565435	44.6062864135864	50.7880397602398	53.2063198801199	51.2839765234765	45.2036877122877	48.634583016983
chr1	150000001	151000000	id-151	73.8060003996004	78.3666266733267	75.5421834165834	80.3879396603397	80.6060375624376	77.8173288711289	74.5504008991009	65.445777022977	75.8152868131868
chr1	151000001	152000000	id-152	72.9917242757243	74.1711593406593	76.1852734265734	77.83109000999	76.651741958042	72.740814985015	74.7404811188811	67.0307318681319	74.0428771228771
chr1	152000001	153000000	id-153	44.3414679320679	48.0745765234765	39.563505994006	42.5667150849151	33.5944440559441	45.0289756243756	45.1766425574426	50.4181746253746	43.5955627997003
chr1	153000001	154000000	id-154	67.3697020979021	70.5031324675325	66.9744693306693	69.2210599400599	72.9762966033966	67.6790156843157	70.5391849150849	62.4414747252747	68.4630419705295
chr1	154000001	155000000	id-155	67.0905961038961	78.501863036963	69.1266341658342	76.527952047952	72.8231571428571	73.7369895104895	73.35119000999	67.1299541458541	72.2860420204795
chr1	155000001	156000000	id-156	74.6890649350649	78.4564150849151	76.5921805194805	82.0365558441558	82.5816689310689	80.6825559440559	77.9750195804196	68.5342553446553	77.693464522977
chr1	156000001	157000000	id-157	74.8365292707293	77.8233842157842	75.3288	81.0272195804196	83.1202476523477	80.3110747252747	77.8102978021978	70.0008881118881	77.5323051698302
chr1	157000001	158000000	id-158	50.9624140859141	65.2683481518482	38.8629143856144	42.3179377622378	49.0947333666334	56.3322091908092	40.621530969031	58.0503757242757	50.1888079545455
chr1	158000001	159000000	id-159	40.8749112887113	42.5501376623377	26.924043956044	16.4442737262737	32.3387814185814	43.559730969031	21.1544779220779	27.5487320679321	31.4243861263736
chr1	159000001	160000000	id-160	49.1131984015984	55.4177481518482	33.1648321678322	43.9064456543457	38.8495322677323	43.7886188811189	38.8309482517483	43.7297955044955	43.3501399100899
chr1	160000001	161000000	id-161	54.8564513486513	78.3666727272727	56.0330163836164	68.9217168831169	54.3886444555445	69.105812987013	62.7727605394605	58.0466768231768	62.8114690184815
chr1	161000001	162000000	id-162	70.1087801198801	78.3871310689311	66.1553282717283	72.6393978021978	65.447359040959	74.5898785214785	70.7551080919081	59.4937418581419	69.6970905969031
chr1	162000001	163000000	id-163	74.0206041958042	62.5190080919081	66.930127972028	67.6721728271728	71.1866470529471	63.5254144855145	58.8019005994006	64.5356951048951	66.1489462912088
chr1	163000001	164000000	id-164	50.778220979021	25.7862562637363	33.5264857142857	27.1015118881119	42.8742849150849	27.358915984016	24.0937008991009	60.3115915084915	36.478871018981
chr1	164000001	165000000	id-165	43.9794672327672	12.7641784515485	49.2300395604396	14.6995193806194	32.2806308691309	30.1085324675325	38.6181150849151	38.370953046953	32.5064295117383
chr1	165000001	166000000	id-166	45.7553698301698	52.6159231768232	44.8438713286713	51.3472936063936	40.0246582417582	56.3237884115884	40.3296064935065	45.4939674325674	47.0918098151848
chr1	166000001	167000000	id-167	25.9846838161838	45.6774118881119	24.827553046953	36.7958226773227	20.8598646353646	52.2914973026973	26.0076786213786	38.9461277722278	33.92382997003
chr1	167000001	168000000	id-168	53.2191104895105	73.5293507492508	59.1299638361638	60.4582537462537	55.2279809190809	70.6350058941059	54.6406592407592	52.0778095904096	59.8647668081918
chr1	168000001	169000000	id-169	51.6875370629371	60.6766164835165	63.081876023976	62.494731968032	41.0725120879121	56.189638961039	49.877208991009	48.6009118881119	54.2101291833167
chr1	169000001	170000000	id-170	41.5226556443556	68.7473598401598	57.7910875124875	63.3102303696304	33.987450949051	44.199130969031	59.2625586413586	38.2181736263736	50.8798309440559
chr1	170000001	171000000	id-171	60.8979217782218	48.7014781218781	23.1076494505494	29.2866853146853	47.2809344655345	28.060024975025	26.3991237762238	25.3770043956044	36.1388527847153
